Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,Market Capitalization,Price to Earning,Price to book value,Return on assets,Debt to equity,Return on equity,Promoter holding,Industry PE,Price to Quarterly Earning,Book value,Piotroski score,Asset Turnover Ratio,Industry PBV,FII holding,Change in FII holding,DII holding,Change in DII holding,Change in DII holding 3Years,Change in FII holding 3Years,Average Working Capital Days 3years,Market Capitalization 5years back,Market Capitalization 10years back,Market Capitalization 3years back,Historical PE 5Years,Historical PE 10Years,Historical PE 3Years,Return on assets 3years,Return on assets 5years,OPM 10Year,OPM 5Year,Return on equity 5years growth,Average return on equity 10Years,Average return on capital employed 10Years,Average return on capital employed 7Years,Average return on capital employed 5Years,Average return on capital employed 3Years,Book value 10years back,Book value 5years back,Book value 3years back,Average return on equity 5Years,Average return on equity 3Years,Book value preceding year,Return on capital employed preceding year,Return on assets preceding year,Return on equity preceding year,Number of Shareholders preceding quarter
KEC International,532714,KEC,INE389H01022,Construction,Civil Construction,619.45,16489.77,22.65,2.96,2.75,0.94,12.02,50.10,16.51,23.75,211.98,7.00,1.06,2.02,11.75,-4.17,25.47,2.93,-0.09,-0.87,31.16,4768.99,2057.99,9742.36,40.60,23.10,59.92,1.90,2.42,8.50,7.22,-11.09,14.05,19.72,19.16,16.12,15.27,50.19,130.68,140.80,10.52,8.82,159.31,16.07,1.91,8.80,179525.00
Keerthi Indus,518011,,INE145L01012,Cement & Cement Products,Cement & Cement Products,56.89,45.63,,1.39,-13.38,1.68,-44.05,67.18,32.38,,41.05,4.00,0.70,2.35,0.00,0.00,0.04,0.00,0.00,0.00,-67.27,24.57,28.74,139.41,8.25,12.52,,-8.81,-0.26,8.75,5.50,,3.95,8.29,2.81,3.77,-13.83,63.46,91.85,109.90,-2.43,-22.33,79.35,-11.08,-8.91,-22.54,12695.00
KEI Industries,517569,KEI,INE878B01027,Industrial Products,Cables - Electricals,4598.30,43960.07,51.11,7.12,11.70,0.04,15.58,35.00,18.51,46.72,647.28,3.00,1.64,3.60,25.49,-0.33,27.27,0.56,8.18,-1.34,79.63,2401.85,480.80,11362.29,43.20,29.23,50.58,12.86,11.73,10.30,10.36,-7.04,19.12,25.08,25.23,23.83,24.77,47.51,196.88,237.00,18.05,18.09,348.87,27.21,13.79,20.25,159968.00
Kellton Tech,519602,KELLTONTEC,INE164B01030,IT - Services,IT Enabled Services,17.57,927.38,10.71,1.30,11.00,0.18,16.29,37.67,26.90,9.73,13.59,7.00,1.51,3.10,1.21,0.25,0.00,0.00,0.00,1.15,140.57,68.43,35.17,811.08,12.25,9.81,15.37,10.75,10.72,12.79,11.66,-2.95,19.76,23.17,18.77,16.52,15.78,2.69,8.73,9.92,16.22,16.16,9.10,15.92,10.19,15.68,204267.00
Keltech Energies,506528,,INE881E01017,Chemicals & Petrochemicals,Explosives,3568.00,356.80,13.20,2.59,9.77,0.32,22.23,54.33,22.58,13.71,1386.30,5.00,1.91,2.71,0.00,0.00,0.14,0.00,0.00,0.00,-7.05,44.35,60.38,54.34,14.25,13.74,14.49,8.36,6.44,6.53,5.93,17.64,14.92,17.77,17.25,18.77,24.05,399.30,638.70,703.40,16.39,20.21,995.60,25.52,9.00,21.30,6676.00
Kemistar Corp.,531163,,INE971L01029,Chemicals & Petrochemicals,Specialty Chemicals,76.00,81.76,173.97,4.40,1.87,0.47,2.97,74.88,28.86,2023.00,17.25,6.00,0.63,2.77,0.00,0.00,0.00,0.00,0.00,0.00,23.53,41.59,2.16,40.72,113.64,111.74,123.33,2.29,2.38,,7.32,1.03,,4.38,4.38,4.60,4.40,,14.79,15.60,3.52,3.39,16.69,4.34,1.82,2.70,1839.00
Kemp & Co.,506530,,INE060E01018,Commercial Services & Supplies,Diversified Commercial Services,950.00,102.60,,0.61,-0.68,0.00,-0.71,74.71,22.14,,1556.84,4.00,0.02,2.47,0.00,0.00,0.09,0.00,0.00,0.00,87.84,51.31,43.93,59.15,90.29,78.77,86.58,-0.17,-0.13,-21.56,-34.27,,0.32,0.68,0.00,-0.13,-0.19,152.93,1320.68,2527.12,-0.04,-0.10,1960.75,-0.25,-0.22,-0.24,632.00
Ken Enter.,,KEN,INE15DO01012,Textiles & Apparels,Other Textile Products,41.65,102.31,8.02,0.87,4.58,0.37,15.74,49.72,20.04,9.43,47.67,5.00,1.80,1.65,8.09,7.64,0.00,0.00,,,41.35,,,,1.53,1.53,1.53,3.58,2.53,,3.75,5.89,,21.28,21.28,21.28,25.03,,,,13.29,16.51,,28.52,4.08,22.11,6625.00
KEN Fin.Serv.,530547,,INE395E01018,Finance,Non Banking Financial Company (NBFC),11.85,3.56,16.18,0.48,0.83,0.04,1.11,1.40,20.07,29.67,24.83,3.00,0.06,1.79,0.00,0.00,0.00,0.00,0.00,0.00,572.34,1.43,1.21,1.43,20.97,20.96,20.97,1.70,1.97,17.59,21.99,-48.33,7.12,6.09,7.60,6.20,5.13,11.87,18.90,21.63,6.03,3.74,23.97,3.33,0.95,1.26,903.00
Kennametal India,505890,KENNAMET,INE717A01029,Industrial Manufacturing,Industrial Products,2100.05,4615.54,41.40,5.75,10.09,0.00,12.91,75.00,29.38,47.35,365.00,6.00,1.24,3.64,0.38,-0.49,14.19,0.24,1.46,-0.24,90.39,1640.34,1737.38,4118.93,50.79,48.36,59.84,10.44,10.93,13.70,15.41,13.88,12.56,16.49,18.26,18.85,17.91,171.57,260.89,294.06,13.94,13.19,333.74,18.80,10.95,13.69,11493.00
Kenrik Indust.,544398,,INE0AOG01018,Consumer Durables,"Gems, Jewellery And Watches",9.70,12.12,10.02,0.53,5.91,0.01,7.56,72.01,23.24,10.45,18.19,4.00,4.46,3.03,0.00,0.00,0.00,0.00,,,62.46,,,,11.88,11.88,11.88,5.36,4.74,,1.46,12.48,,8.46,8.46,8.46,9.11,,,,6.50,6.94,,11.14,6.82,8.86,556.00
Kenvi Jewels,540953,,INE923Y01023,Consumer Durables,"Gems, Jewellery And Watches",2.51,31.72,24.21,2.00,3.16,0.63,5.10,57.95,23.24,21.52,1.25,8.00,6.83,3.03,0.00,0.00,0.00,0.00,0.00,0.00,39.42,12.22,,20.16,71.38,68.84,67.50,3.42,3.01,1.25,1.24,22.31,3.11,5.01,5.13,6.33,7.59,,1.01,1.04,3.90,4.63,1.14,7.21,3.43,4.71,32972.00
Kerala Ayurveda,530163,,INE817B01025,Pharmaceuticals & Biotechnology,Pharmaceuticals,245.95,296.61,,54.33,-10.66,15.49,-99.22,33.14,29.56,,4.53,5.00,0.96,3.22,0.22,0.22,0.03,0.00,-0.02,0.22,-133.17,38.63,40.80,82.49,123.45,29.80,178.06,-4.44,-3.25,6.84,3.52,,,5.23,3.70,2.25,0.27,-5.87,3.23,5.79,-48.57,-54.61,15.50,7.54,-0.45,-4.62,9938.00
Kernex Microsys.,532686,KERNEX,INE202H01019,Transport Services,Transport Related Services,1235.85,2076.54,38.54,11.95,24.96,0.51,37.99,28.90,33.35,76.51,103.67,7.00,0.95,10.09,0.07,-0.47,0.07,-0.32,0.07,0.07,844.07,16.69,41.44,181.68,41.68,34.45,38.97,-5.65,-6.09,-22.14,-1.89,30.72,-11.29,-9.07,-7.60,-5.87,-6.83,77.27,50.12,38.58,-1.90,1.37,63.61,-21.09,-20.15,-28.00,42785.00
Kesar Enterprise,507180,,INE133B01027,Agricultural Food & other Products,Sugar,5.60,56.45,,0.65,-12.59,0.10,-46.79,70.53,9.37,,8.63,2.00,0.58,0.78,0.00,0.00,1.73,0.00,-0.02,0.00,-262.47,24.39,22.50,98.78,1.23,8.51,2.03,-2.03,0.76,4.29,1.12,,-10.01,6.41,7.93,9.54,3.71,5.05,13.28,10.40,5.16,-9.01,19.02,46.57,13.72,66.48,5111.00
Kesar India,543542,,INE0L1C01019,Realty,"Residential, Commercial Projects",1128.55,3159.72,818.58,23.34,18.33,0.24,46.19,73.47,31.86,1168.25,48.35,5.00,0.83,2.60,16.72,-2.02,0.00,0.00,0.00,16.72,103.80,,,,86.92,86.92,95.97,12.53,18.91,,28.00,,,39.82,39.82,47.14,29.19,,,,,38.84,11.83,39.29,15.44,41.60,338.00
Kesar Petroprod.,524174,,INE133C01033,Chemicals & Petrochemicals,Commodity Chemicals,26.48,255.97,15.31,1.64,4.25,0.40,7.08,63.23,17.50,10.49,16.10,8.00,0.83,1.20,0.20,-0.02,0.15,0.00,0.14,0.20,16.24,26.30,44.93,57.13,33.53,23.56,31.82,2.22,1.80,8.50,5.38,39.69,7.18,10.70,2.26,3.06,3.87,7.16,12.04,12.31,2.92,3.79,12.87,3.21,2.14,3.48,39871.00
Kesar Terminals,533289,,INE096L01025,Transport Services,Logistics Solution Provider,73.11,79.88,31.21,1.43,1.69,1.38,3.32,60.94,22.29,15.06,50.71,8.00,0.19,2.41,0.00,0.00,2.45,0.00,-2.38,0.00,-198.50,19.61,203.76,34.80,36.50,9.34,49.34,1.59,2.53,52.37,47.89,-19.92,10.81,13.91,9.24,7.33,6.85,64.66,145.21,77.09,4.57,2.99,81.46,5.41,0.41,0.78,5044.00
Kesoram Inds.,502937,KESORAMIND,INE087A01019,Cement & Cement Products,Cement & Cement Products,9.73,302.32,,0.88,265.35,0.58,2034.33,43.34,32.38,12.04,11.14,7.00,0.12,2.35,0.19,-0.58,4.05,-3.35,-7.94,-0.43,-98.54,16.31,72.42,62.07,0.23,0.23,6.56,84.50,52.61,,10.00,23.02,,5.13,6.05,7.39,1.02,,8.07,20.98,375.66,491.23,3.05,-2.08,-11.23,-134.65,96167.00
Kewal Kir.Cloth.,532732,KKCL,INE401H01017,Textiles & Apparels,Garments & Apparels,545.35,3360.75,24.12,3.61,10.55,0.18,15.46,74.27,26.66,22.86,149.03,3.00,0.89,2.68,2.33,-0.04,8.83,0.18,3.07,-1.15,67.68,774.37,2618.99,1228.50,26.82,25.71,25.43,14.47,11.56,19.25,17.96,-1.48,18.09,22.46,20.84,20.04,25.12,48.50,70.27,77.57,17.14,20.34,109.65,30.99,18.55,25.09,35368.00
Key Corp,507948,,INE130F01016,Finance,Non Banking Financial Company (NBFC),81.70,49.01,52.14,0.67,6.54,0.00,6.57,69.08,20.07,8.11,122.07,4.00,0.08,1.79,0.00,0.00,0.02,0.00,0.00,0.00,-11.14,5.74,3.86,29.40,2.54,3.19,2.78,31.69,33.83,92.13,95.95,59.73,23.15,19.81,25.51,34.75,31.96,37.13,67.90,81.22,32.80,30.39,105.43,57.25,56.92,57.25,11152.00
Keynote Finan.,512597,KEYFINSERV,INE681C01015,Capital Markets,Stockbroking & Allied,302.00,168.11,17.53,1.12,9.99,0.01,11.09,71.88,21.00,,268.57,5.00,0.21,2.22,9.26,0.00,0.01,0.00,0.01,1.91,120.38,21.16,19.30,75.97,7.47,7.36,8.26,10.05,10.38,48.38,56.96,31.89,8.92,10.32,9.81,14.33,13.72,94.54,121.04,143.27,13.06,11.62,177.09,31.71,21.46,24.09,4986.00
Keystone Realtor,543669,RUSTOMJEE,INE263M01029,Realty,"Residential, Commercial Projects",505.15,6376.54,69.89,2.26,3.00,0.44,7.53,74.59,31.86,475.65,221.37,5.00,0.32,2.60,3.07,0.00,16.61,0.85,10.70,0.62,291.71,,,,49.64,49.64,50.89,2.34,3.28,,9.92,7.87,,9.65,9.65,9.65,7.13,,,,12.00,6.88,157.85,6.58,2.13,6.47,19447.00
KFin Technolog.,543720,KFINTECH,INE138Y01010,Capital Markets,"Depositories, Clearing Houses and Other Intermediaries",1021.35,17614.40,50.99,12.02,20.08,0.03,24.97,22.87,50.99,47.24,84.93,7.00,0.69,12.04,26.16,0.63,24.88,0.07,1.27,17.80,10.36,,,,51.06,51.06,51.86,18.57,12.75,,43.57,91.60,,24.89,24.89,28.25,30.78,,,,21.58,25.02,66.73,30.26,18.44,24.47,263696.00
KG Petrochem,531609,,INE902G01016,Textiles & Apparels,Other Textile Products,210.65,109.98,20.15,0.60,1.50,0.47,3.08,74.66,20.04,,351.43,8.00,1.02,1.65,0.00,0.00,0.00,0.00,0.00,0.00,57.81,34.88,10.76,161.80,14.17,7.19,25.12,1.29,2.66,10.42,8.68,-29.30,8.97,9.57,8.79,7.48,5.32,89.47,280.06,313.48,5.84,2.76,336.99,3.65,0.26,0.54,699.00
Khadim India,540775,KHADIM,INE834I01025,Consumer Durables,Footwear,162.60,298.84,31.07,1.80,0.72,1.54,2.20,59.85,39.39,50.03,90.21,6.00,0.56,4.40,0.31,0.30,2.55,-0.66,-4.05,0.31,91.01,115.00,,332.12,28.23,26.77,30.16,1.29,0.10,9.22,10.24,16.96,4.05,10.45,6.76,6.93,10.00,,111.63,115.36,0.45,3.96,132.47,10.24,0.90,2.84,33752.00
Khaitan (India),590068,KHAITANLTD,INE731C01018,Consumer Durables,Consumer Electronics,99.20,47.13,6.32,3.17,,1.03,,60.25,30.85,9.81,31.39,0.00,,2.52,0.00,0.00,0.03,0.00,0.00,0.00,0.00,8.41,3.09,17.24,6.69,6.69,6.69,,,,,,,0.00,0.00,0.00,0.00,,,,,,,,,,5858.00
Khaitan Chemical,507794,KHAICHEM,INE745B01028,Fertilizers & Agrochemicals,Fertilizers,66.00,640.12,8.87,2.41,0.22,1.07,0.63,72.64,18.90,7.99,27.39,8.00,1.16,2.25,0.32,-0.47,0.00,0.00,0.00,0.32,65.46,53.15,65.95,1219.64,16.40,17.46,26.99,-1.51,3.93,8.55,7.38,-42.84,5.71,11.85,13.10,13.24,3.45,13.12,17.96,26.01,6.58,-4.22,22.73,-7.57,-10.58,-27.41,53882.00
Khandelwal Extra,519064,,INE687W01010,Agricultural Food & other Products,Other Agricultural Products,116.00,9.85,58.00,3.26,8.19,0.00,10.83,38.54,23.14,39.42,35.53,5.00,0.20,2.48,0.00,0.00,0.00,0.00,0.00,0.00,-21.31,0.89,0.74,2.87,22.34,22.34,22.34,7.18,-0.61,,,20.77,-4.27,0.29,-0.62,2.66,13.69,36.58,21.06,24.59,-0.71,11.07,30.82,16.29,8.54,13.47,2497.00
Khandwala Sec.,531892,KHANDSE,INE060B01014,Capital Markets,Stockbroking & Allied,19.45,29.67,,1.05,-10.01,0.10,-15.54,48.30,21.00,30.51,18.71,5.00,0.23,2.22,0.00,0.00,0.00,0.00,0.00,0.00,-46.46,15.82,17.91,24.53,71.36,71.36,67.66,-2.89,-2.49,-15.71,-5.90,-0.28,-5.08,-3.01,-3.53,-2.16,-3.42,22.17,16.71,16.84,-4.39,-4.71,19.46,1.39,0.37,0.57,4561.00
Khazanchi Jewell,543953,,INE0OWC01011,Consumer Durables,"Gems, Jewellery And Watches",775.50,1919.11,30.16,7.13,15.66,0.22,21.43,74.51,23.24,20.33,108.67,6.00,6.18,3.03,0.00,0.00,1.76,0.00,,,62.27,,,,34.14,34.14,34.14,11.59,7.95,,3.67,16.05,,15.33,15.33,15.33,20.33,,,,21.04,22.48,75.88,22.83,13.67,24.39,1165.00
KHFM Hospitality,,KHFM,INE00UG01014,Commercial Services & Supplies,Diversified Commercial Services,69.40,160.12,43.75,2.48,3.01,0.60,6.15,37.17,22.14,37.94,27.98,4.00,0.88,2.47,0.00,0.00,0.00,0.00,0.00,0.00,91.14,33.77,,47.20,48.65,44.39,49.60,3.01,-1.71,6.94,4.14,-18.27,2.34,10.64,8.06,4.35,10.71,,38.21,18.70,-3.39,7.27,23.43,10.79,3.24,7.62,461.00
Khoobsurat Ltd,535730,,INE731G01027,Textiles & Apparels,Other Textile Products,0.56,26.33,7.25,0.34,-4.88,0.00,-5.33,0.13,20.04,2.70,1.71,2.00,0.02,1.65,0.00,0.00,0.00,0.00,0.00,0.00,8478.07,7.24,122.91,100.34,107.00,107.00,97.00,-1.16,-0.50,,-53.50,,-0.55,-0.04,-0.11,-0.21,-0.79,0.52,0.52,0.53,-1.14,-2.03,0.49,0.95,0.34,0.37,125909.00
Khyati Global,544270,,INE0S9501014,Commercial Services & Supplies,Trading & Distributors,44.50,31.05,6.25,0.93,8.45,0.52,22.13,62.86,30.74,5.39,47.96,5.00,2.11,2.55,0.00,0.00,0.00,0.00,,,39.62,,,,9.94,9.94,9.94,7.05,,,2.71,,,17.26,17.26,17.26,18.52,,,,23.90,24.51,,19.93,7.09,29.79,805.00
Khyati Multimed.,531692,,INE593B01030,Leisure Services,Hotels & Resorts,2.69,2.91,97.00,2.82,-28.48,0.00,-58.52,16.79,32.50,,0.95,3.00,0.59,2.95,0.00,0.00,0.00,0.00,0.00,0.00,7.28,0.41,0.89,1.21,4.61,4.61,4.61,-10.29,-7.44,,-49.84,,-7.48,-9.61,-11.97,-14.50,-21.23,2.81,2.00,1.93,-11.57,-17.54,1.86,4.17,3.07,4.57,9773.00
KIC Metaliks,513693,,INE434C01027,Ferrous Metals,Iron & Steel,30.85,109.51,,0.63,-1.44,0.70,-3.46,66.26,21.97,39.68,48.74,4.00,1.68,1.37,0.00,0.00,0.00,0.00,0.00,0.00,9.29,106.49,287.69,189.37,8.36,11.31,27.44,1.28,3.20,5.34,5.09,,10.44,12.91,14.02,10.95,5.71,12.69,33.99,44.89,8.20,2.81,50.76,4.17,0.55,1.27,6117.00
Kiduja India,507946,,INE845A01028,Finance,Non Banking Financial Company (NBFC),20.05,48.12,,,-7.16,,,75.00,20.07,10.33,-9.48,3.00,0.07,1.79,0.00,0.00,0.00,0.00,0.00,0.00,-59.97,4.71,4.09,17.39,2.30,2.29,2.32,10.28,-3385.47,,,,,19.06,29.55,13.55,20.21,-22.83,-27.34,-29.97,,,-10.20,62.45,48.17,,2923.00
KIFS Financial,535566,,INE902D01013,Finance,Non Banking Financial Company (NBFC),116.15,125.68,14.41,2.12,2.32,3.99,15.02,74.41,20.07,15.09,54.72,8.00,0.10,1.79,0.00,0.00,0.37,0.00,0.37,0.00,-19.93,53.01,28.13,255.41,21.26,19.76,22.66,2.24,2.21,96.24,97.46,3.62,13.64,10.57,10.62,11.44,11.33,21.44,32.45,36.86,14.65,15.02,46.64,14.86,2.31,14.95,1456.00
Kilburn Engg.,522101,,INE338F01015,Industrial Manufacturing,Industrial Products,527.85,2738.87,29.86,4.86,10.26,0.19,17.16,46.03,29.38,30.11,108.25,4.00,0.70,3.64,1.28,-0.20,5.86,0.84,5.86,1.28,134.22,17.63,71.98,171.03,34.53,34.53,34.53,,,,,,,21.68,21.68,21.68,21.68,,,,,,60.83,,,19.86,21017.00
Kilitch Drugs,524500,KILITCH,INE729D01010,Pharmaceuticals & Biotechnology,Pharmaceuticals,373.10,652.19,23.65,2.45,8.00,0.31,12.61,63.77,29.56,19.68,151.97,6.00,0.72,3.22,0.00,0.00,0.00,0.00,0.00,0.00,27.13,134.57,38.33,276.77,36.74,42.35,32.62,5.69,4.27,10.84,13.27,136.41,3.33,4.05,7.70,9.54,12.65,75.48,75.67,82.30,7.52,9.50,100.74,12.63,5.50,8.34,10929.00
Kimia Bioscien.,530313,,INE285U01025,Pharmaceuticals & Biotechnology,Pharmaceuticals,34.19,161.77,19.77,13.97,9.10,3.11,186.78,74.94,29.56,39.39,2.45,9.00,1.13,3.22,0.00,0.00,0.38,0.00,0.00,0.00,-11.83,92.71,,177.90,35.00,30.15,21.36,-0.96,-0.23,3.62,3.90,65.96,,-12.44,9.09,7.75,8.40,,3.90,3.15,-5.42,-21.96,0.07,-4.16,-4.80,-183.42,12616.00
Kinetic Engg.,500240,,INE266B01017,Auto Components,Auto Components & Equipments,290.15,690.89,500.64,6.34,-2.08,0.66,-5.76,60.49,29.14,868.81,45.69,3.00,0.69,3.29,3.70,-0.97,0.72,0.71,0.71,3.70,16.35,21.78,59.89,158.23,83.06,83.06,83.06,,,,,,,2.07,2.07,2.07,2.07,,,,,-2.89,17.74,3.72,-1.18,-7.90,22464.00
Kinetic Trust,531274,,INE674M01019,Finance,Non Banking Financial Company (NBFC),55.59,18.68,60.26,4.61,1.02,5.21,4.58,71.43,20.07,,12.05,7.00,0.07,1.79,0.00,0.00,0.00,0.00,0.00,0.00,-735.86,2.87,4.70,3.39,68.87,68.87,57.57,0.01,0.04,30.45,36.04,61.00,0.86,1.08,0.87,1.01,1.60,11.19,11.34,11.46,0.94,1.48,11.43,2.58,0.86,2.37,1104.00
Kingfa Science,524019,KINGFA,INE473D01015,Industrial Products,Plastic Products - Industrial,4476.25,6065.93,36.10,4.68,14.22,0.01,23.21,67.02,22.59,33.62,955.31,8.00,1.62,2.63,7.74,-0.04,8.75,0.00,8.75,1.42,69.61,442.76,275.65,1532.70,32.35,44.45,27.67,11.68,8.40,8.86,10.14,25.98,14.30,17.00,17.83,21.07,28.44,98.70,292.28,317.57,17.56,22.14,486.01,30.06,12.22,23.23,12610.00
Kings Infra,530215,,INE050N01010,Food Products,Seafood,134.20,328.89,22.29,4.18,10.86,0.88,20.37,68.82,34.26,19.47,32.28,5.00,1.02,2.00,0.00,0.00,0.00,0.00,0.00,0.00,95.17,42.20,1.95,174.46,48.07,54.21,44.51,9.64,7.15,14.64,16.29,67.96,10.99,9.92,12.70,14.84,18.55,12.26,11.57,12.84,15.18,18.47,23.64,17.65,9.02,16.55,9831.00
KIOCL,540680,KIOCL,INE880L01014,Ferrous Metals,Sponge Iron,365.50,22213.26,,13.39,-8.58,0.11,-11.27,99.03,14.52,,27.29,3.00,0.25,2.84,0.00,-0.01,0.03,0.00,-0.10,0.00,88.39,3681.80,,12683.77,57.99,87.12,737.25,-5.06,1.85,-0.41,3.15,,2.01,3.59,5.10,4.73,-5.40,,32.68,35.27,2.31,-6.62,31.57,-2.18,-3.12,-4.32,38115.00
Kiran Print Pack,531413,,INE516D01011,Printing & Publication,Printing & Publication,28.00,14.01,175.12,4.81,1.93,0.00,2.13,70.76,14.55,87.56,5.82,6.00,0.29,1.65,0.00,0.00,0.00,0.00,0.00,0.00,9.74,1.68,2.28,4.75,163.21,134.39,163.21,-4.98,-5.58,-63.30,-59.45,7.60,-3.34,-0.77,-1.64,-2.99,-5.13,6.24,5.82,5.90,-6.20,-5.33,5.58,-11.55,-10.33,-11.19,2511.00
Kiran Syntex,530443,,INE293D01017,Textiles & Apparels,Other Textile Products,16.98,7.21,,3.62,-3.52,0.08,-3.96,46.72,20.04,,4.71,4.00,0.37,1.65,0.00,0.00,0.22,0.00,-0.24,0.00,153.76,1.75,1.50,5.52,,,,-3.52,-3.29,,,-16.10,-3.43,-3.33,-3.34,-3.48,-3.76,6.19,5.44,5.22,-3.67,-3.97,4.85,-4.04,-3.90,-4.29,2903.00
Kiran Vyapar,537750,,INE555P01013,Finance,Non Banking Financial Company (NBFC),200.70,547.59,434.59,0.24,2.46,0.16,2.95,74.96,20.07,,820.19,3.00,0.05,1.79,0.00,0.00,0.00,0.00,0.00,0.00,78.17,138.47,183.00,381.98,7.40,7.17,8.76,5.01,6.15,58.52,69.17,41.42,5.14,5.81,6.05,7.90,6.58,334.69,446.41,524.08,6.76,5.81,711.04,12.36,10.23,11.88,5494.00
Kiri Industries,532967,KIRIINDUS,INE415I01015,Chemicals & Petrochemicals,Dyes And Pigments,456.10,2737.65,,0.84,6.38,0.37,8.56,36.72,17.80,,546.33,4.00,0.18,1.22,19.67,-2.58,0.37,-0.48,-0.11,-28.67,-45.65,917.34,314.52,2537.80,8.53,5.77,13.16,4.95,7.64,8.53,1.09,-16.82,13.59,14.51,12.02,10.11,7.33,241.12,648.63,496.32,9.15,6.34,537.04,6.71,5.06,6.09,34593.00
Kirl. Brothers,500241,KIRLOSBROS,INE732A01036,Industrial Products,"Compressors, Pumps & Diesel Engines",1638.75,13013.14,31.44,5.89,11.89,0.10,21.62,65.95,37.47,23.06,277.99,8.00,1.29,5.92,6.05,0.04,10.32,0.42,1.37,4.49,33.75,689.27,1509.57,2247.67,25.17,27.10,32.51,10.22,7.94,8.12,10.99,22.79,11.60,13.82,17.40,20.55,25.53,116.16,139.11,148.27,17.89,20.73,216.47,27.30,10.73,21.68,68236.00
Kirl. Electric,533193,KECL,INE134B01017,Electrical Equipment,Other Electrical Equipment,99.02,658.28,35.51,5.26,-0.97,0.83,-6.12,49.59,26.60,13.62,18.84,4.00,0.87,4.54,3.86,-0.16,1.19,0.00,-0.43,-0.44,-210.69,51.47,160.07,174.00,37.52,24.16,73.21,1.74,-1.91,-0.81,2.53,,,-1.08,2.54,6.76,15.92,-35.96,5.04,11.44,,12.01,12.40,18.29,2.24,16.13,86293.00
Kirl. Ferrous,500245,KIRLFER,INE884B01025,Ferrous Metals,Pig Iron,451.05,7437.28,21.07,2.12,5.25,0.36,9.58,50.82,26.25,27.39,219.57,4.00,1.07,2.15,1.76,-0.14,11.95,0.64,1.34,0.59,8.39,598.84,724.99,2980.33,18.30,15.62,23.43,7.09,10.56,13.50,14.46,-10.14,16.35,20.35,22.15,22.62,16.70,35.83,72.24,96.32,17.09,12.96,232.52,15.47,6.32,11.50,102890.00
Kirl.Pneumatic,505283,KIRLPNU,INE811A01020,Industrial Products,"Compressors, Pumps & Diesel Engines",1165.75,7571.79,36.06,6.63,14.24,0.00,21.12,38.82,37.47,34.86,175.50,6.00,1.09,5.92,6.73,-0.08,28.24,0.00,-0.43,6.17,72.44,606.57,701.38,2630.01,37.07,31.69,38.46,11.70,10.17,14.11,15.28,14.21,14.33,18.29,19.15,20.42,23.17,50.08,91.59,102.17,16.01,17.64,142.75,21.72,11.01,16.10,70990.00
Kirloskar Indus.,500243,KIRLOSIND,INE250A01039,Industrial Products,Other Industrial Products,3274.90,3441.73,21.55,0.49,2.83,0.19,2.60,71.87,26.19,17.05,6550.80,5.00,0.62,3.30,0.47,-0.06,1.92,-0.02,-1.54,-0.11,52.26,434.95,512.42,1516.76,14.64,13.90,21.07,4.60,6.28,14.28,14.99,-20.19,6.07,12.22,12.55,13.00,10.25,833.34,1798.18,2380.85,5.88,4.65,5027.88,10.66,4.63,5.40,22148.00
Kirloskar Oil,533293,KIRLOSENG,INE146L01010,Industrial Products,"Compressors, Pumps & Diesel Engines",1310.00,19039.59,39.12,5.64,4.59,1.64,15.40,41.08,37.47,28.29,232.15,3.00,0.68,5.92,8.45,0.11,28.21,0.21,13.55,4.85,-25.90,1256.69,3887.94,1908.18,18.89,21.88,28.16,5.32,5.12,13.17,15.23,10.93,11.84,12.92,13.42,13.02,14.03,99.84,132.92,143.95,13.75,15.98,184.62,14.99,5.88,17.78,103209.00
Kisaan Parivar,519230,,INE102C01020,Commercial Services & Supplies,Trading & Distributors,18.55,16.33,8.93,2.10,28.71,0.00,30.82,59.25,30.74,,8.84,6.00,1.03,2.55,0.00,0.00,0.00,0.00,0.00,0.00,472.31,0.75,1.47,2.34,10.15,10.40,10.15,16.90,8.65,,,85.27,9.98,6.63,8.73,12.33,23.24,4.02,3.83,3.73,16.42,23.21,5.61,26.19,21.45,22.02,6323.00
Kisan Mouldings,530145,,INE017C01012,Industrial Products,Plastic Products - Industrial,28.55,341.07,,1.71,1.11,0.16,1.66,67.33,22.59,,16.77,4.00,0.90,2.63,0.54,0.00,0.00,0.00,0.00,0.06,-88.50,24.38,33.23,37.96,150.03,150.66,150.03,-8.57,-11.64,0.61,-7.04,15.43,,-3.70,-8.57,-11.09,-9.47,20.51,22.20,-2.83,,,16.94,-17.19,-9.67,-41.17,13744.00
Kitex Garments,521248,KITEX,INE602G01020,Textiles & Apparels,Garments & Apparels,191.00,3810.47,42.38,3.70,6.01,1.14,14.31,56.66,26.66,,52.24,6.00,0.44,2.68,0.90,-0.26,0.16,-0.18,0.16,0.19,173.69,573.96,2540.03,1656.45,24.19,17.86,37.09,5.00,7.15,21.85,18.62,-3.57,13.43,20.15,14.79,11.92,8.65,18.30,34.88,40.71,10.51,9.40,45.34,6.92,3.65,6.38,98214.00
